idx,date,precipitation,temp_max,temp_min,wind,weather
555,1/8/2014,9.7,10,7.2,4.6,0
556,7/10/2012,0,23.9,11.1,2.3,3
557,7/8/2014,0,30,15.6,3.5,1
558,4/1/2013,0,17.2,8.3,3.6,1
559,5/18/2014,0,20,10.6,3.2,1
560,1/28/2013,7.9,6.1,3.3,3.2,0
561,11/6/2013,3.8,12.8,7.8,1.7,0
562,1/30/2014,0,8.3,6.1,6.4,1
563,12/7/2015,27.4,11.1,8.3,3.4,0
564,12/29/2013,0,7.2,1.7,1.1,1
565,2/23/2013,0.3,10,3.9,4.6,0
566,1/10/2013,0.3,3.3,-0.6,2.1,4
567,2/16/2013,0,11.1,3.9,5.6,0
568,3/15/2012,23.9,11.1,5.6,5.8,4
569,9/28/2015,0,21.1,9.4,5.1,1
570,2/15/2015,0,12.2,3.9,4.8,1
571,5/15/2013,1,17.2,8.9,2.3,0
572,4/5/2014,4.6,11.7,7.8,4.3,0
573,7/14/2012,0,25,15,2.2,0
574,12/31/2015,0,5.6,-2.1,3.5,1
575,9/8/2013,0,26.7,14.4,1.5,2
576,4/24/2012,4.3,13.9,10,2.8,0
577,2/21/2013,0.5,6.7,3.9,6.2,0
578,8/24/2013,0,25,16.7,2.7,1
579,8/27/2014,0,28.9,16.1,1.6,1
580,7/10/2014,0,28.9,12.8,2.2,2
581,8/27/2013,1.3,26.7,17.2,1.4,0
582,12/19/2015,0,8.3,2.8,4.1,2
583,3/30/2012,5.6,9.4,5,4.7,0
584,4/28/2014,0,16.1,4.4,2.6,1
585,1/19/2015,0.5,10,6.1,2.8,0
586,10/27/2015,0,16.1,7.8,1.7,2
587,1/23/2014,0,10,2.8,5.2,2
588,5/13/2013,3.3,18.9,9.4,5,0
589,1/12/2012,0,6.1,-1.7,1.9,1
590,1/31/2013,3,9.4,7.2,4,0
591,10/11/2012,0,13.9,7.2,1.3,3
592,11/21/2013,0,7.8,-0.5,3.6,1
593,4/12/2015,0,13.3,5.6,3.6,1
594,9/29/2015,0,21.7,8.9,1.9,1
595,11/20/2013,0,7.8,1.7,4.3,1
596,5/1/2014,0,29.4,11.1,3,1
597,6/8/2012,1.5,15,8.3,3,0
598,6/14/2014,0,17.8,11.7,3.2,1
599,4/7/2015,0.5,14.4,6.7,3.9,0
600,9/14/2012,0,26.1,11.1,1.5,1
601,12/1/2012,4.1,13.3,8.3,5.5,0
602,10/3/2015,0,19.4,11.1,4.8,1
603,11/5/2014,4.8,15,10.6,2.1,0
604,5/30/2013,0,16.7,9.4,5.3,1
605,10/12/2014,0,17.8,11.7,2.1,1
606,2/7/2014,0,3.3,-4.9,4.2,1
607,7/16/2015,0,26.1,15,2.8,1
608,1/31/2014,2.3,7.8,5.6,2.6,0
609,12/10/2014,13,18.9,10,6.7,0
610,6/5/2013,0,26.7,14.4,3.1,1
611,1/23/2012,0,8.3,1.1,3.6,0
612,12/22/2012,3.3,8.3,3.9,3.5,0
613,12/22/2015,4.6,7.8,2.8,5,0
614,12/6/2012,1.5,7.2,6.1,5.1,0
615,3/7/2013,7.4,12.2,5,2.5,0
616,4/18/2013,5.3,11.7,6.7,4,0
617,8/5/2012,0,33.9,17.8,1.9,1
618,6/30/2014,0,25.6,12.8,4.4,1
619,3/18/2015,0,15.6,7.2,2.5,1
620,10/8/2014,0,20.6,12.8,1.8,2
621,11/21/2015,0,8.9,0.6,4.7,1
622,4/3/2012,1.5,11.7,3.3,3.1,0
623,10/5/2014,0,23.9,11.7,1.4,2
624,11/27/2013,0,14.4,5.6,1.3,1
625,9/23/2014,18.3,18.9,14.4,2.5,0
626,6/2/2012,0.3,18.9,10.6,3.7,0
627,7/31/2015,0,34.4,17.8,2.6,1
628,12/29/2015,0,7.2,0.6,2.6,2
629,2/28/2014,0,14.4,4.4,5.9,1
630,8/3/2013,0,25,15.6,2.4,2
631,12/4/2013,0,4.4,-2.1,1.6,1
632,5/10/2015,0,19.4,11.1,2.8,1
633,5/2/2013,0,20.6,6.7,4,1
634,7/13/2013,0,26.1,11.1,3.1,1
635,3/12/2014,0,16.1,3.3,1.9,2
636,5/27/2013,9.7,16.7,11.1,3.1,0
637,9/25/2013,2,16.1,9.4,3,0
638,7/26/2015,2,22.2,13.9,2.6,0
639,3/1/2014,0.5,7.2,4.4,4.7,0
640,4/26/2012,3.8,13.9,6.7,5.2,0
641,1/10/2014,4.3,12.8,8.3,7,0
642,4/10/2014,0,15,6.7,3.6,1
643,4/29/2012,4.3,15.6,8.9,1.6,0
644,10/18/2013,0,12.8,7.2,1.2,1
645,9/27/2013,1,13.9,10.6,4.3,0
646,1/4/2013,2.5,10,2.2,2.8,0
647,9/25/2012,0,19.4,11.1,1.7,1
648,10/17/2013,0,14.4,8.9,1.7,2
649,7/24/2014,0,20.6,12.8,4.7,1
650,4/2/2014,0,14.4,5.6,4.2,1
651,5/16/2014,0,20,11.7,4.1,1
652,2/16/2012,1.8,7.2,3.3,2.1,0
653,7/11/2015,0,22.2,16.7,3,1
654,9/18/2014,0.3,19.4,15,3.1,0
655,5/26/2014,0,18.3,11.1,4.5,1
656,2/12/2014,4.6,12.2,7.2,6.4,0
657,1/5/2012,1.3,8.9,2.8,6.1,0
658,9/30/2014,0,19.4,12.2,2.6,1
659,6/22/2015,0,25,12.8,2.4,1
660,9/20/2012,0,19.4,10,2.5,3
661,9/22/2015,0,18.9,7.8,2,1
662,8/27/2015,0,29.4,14.4,2.1,1
663,3/19/2013,11.7,12.8,1.7,3.4,0
664,9/29/2014,0.8,16.7,11.1,3.5,0
665,12/13/2014,0,10,3.9,1.1,2
666,4/17/2014,18.5,11.7,7.2,4.7,0
667,7/28/2015,0,27.8,13.9,3.4,1
668,10/31/2012,14.5,15.6,11.1,2.7,0
669,4/26/2015,0,15.6,4.4,2.7,2
670,11/9/2012,0,8.9,1.1,2,0
671,5/29/2012,0,16.1,7.8,1.8,1
672,7/28/2013,0,21.1,12.2,3.4,2
673,2/20/2012,3,7.8,1.7,2.9,0
674,2/14/2015,0.3,14.4,6.7,2.9,0
675,12/27/2013,0.3,8.9,0,2.1,0
676,4/13/2014,0,20.6,5.6,3.1,1
677,1/20/2015,0,10,3.3,3,2
678,4/15/2013,0,13.9,4.4,2.4,2
679,8/29/2014,0,22.8,15,3.4,1
680,10/15/2013,0,15.6,5,0.9,1
681,2/3/2013,2.3,8.9,2.8,2.9,0
682,5/26/2013,1.5,18.3,10.6,2.2,0
683,11/16/2012,5.6,9.4,2.2,1.6,0
684,1/20/2012,13.5,7.2,-1.1,2.3,4
685,11/15/2013,3,10.6,7.2,6,0
686,2/5/2012,0,13.9,1.7,2.9,1
687,6/21/2014,0,22.2,10.6,3.6,1
688,4/7/2014,0,21.1,9.4,2.5,1
689,8/2/2015,0,30.6,16.1,2,1
690,2/11/2013,0.3,8.3,4.4,1.4,0
691,7/9/2014,0,26.7,13.9,2.3,1
692,6/21/2013,0.3,20.6,12.2,1.5,0
693,1/28/2014,8.9,11.1,6.1,1.6,0
694,11/28/2014,34.3,12.8,3.3,5.8,0
695,9/2/2012,0,21.1,10,2,1
696,2/1/2015,1.5,9.4,4.4,2.6,0
697,2/23/2014,6.1,7.2,3.9,2.6,0
698,5/4/2013,0,25,11.1,6.5,1
699,6/3/2012,0,17.2,9.4,2.9,1
700,8/19/2014,0,27.2,15.6,2.4,1
701,5/3/2014,33.3,15,8.9,3.4,0
702,9/17/2013,0,17.8,13.9,2.3,1
703,11/16/2013,0,10,5,4.6,1
704,7/23/2013,0,31.1,13.9,3,1
705,10/31/2015,33,15.6,11.7,7.2,0
706,1/18/2012,19.8,0,-2.8,5,4
707,5/7/2012,0,23.9,6.1,2.2,1
708,7/16/2014,0,31.1,14.4,2.4,1
709,9/7/2014,0,28.3,13.3,2.1,1
710,12/2/2015,2.5,10.6,4.4,5,0
711,7/9/2012,1.5,25,12.8,2,0
712,2/13/2015,0,15.6,6.7,1.7,2
713,9/19/2014,0,23.9,16.1,2.8,1
714,11/26/2015,0,9.4,-1,4.3,1
715,5/3/2015,0,20.6,7.8,2.6,1
716,8/29/2013,19.3,23.9,18.3,3,0
717,6/29/2012,0.3,21.7,15,1.9,0
718,10/28/2012,6.1,14.4,10,3.8,0
719,5/11/2013,0,27.2,12.2,2.6,1
720,6/12/2015,0,20,11.7,2.3,1
721,5/7/2015,0,20.6,6.1,3,1
722,4/19/2015,0,21.1,8.3,3.6,1
723,6/1/2013,0,22.8,12.2,2.5,1
724,12/5/2014,3,12.8,6.7,3.1,0
725,4/21/2013,3.3,12.2,6.7,4.1,0
726,6/6/2012,0,16.1,6.1,3.4,1
727,1/17/2012,8.1,3.3,0,5.6,4
728,12/8/2014,9.1,14.4,8.9,4.2,0
729,6/30/2013,0,33.9,17.2,2.5,1
730,10/20/2013,0,10.6,7.8,2.4,1
731,4/8/2015,0,17.2,6.1,1.7,1
732,10/16/2014,0,20.6,11.1,3.3,1
733,5/8/2015,0,23.9,8.3,3,1
734,8/17/2014,0,27.8,15,2.8,1
735,10/5/2015,0,23.3,9.4,1.6,1
736,10/10/2012,0,12.2,8.3,1.4,3
737,3/8/2014,32.3,12.8,6.7,2.7,0
738,8/13/2012,0,30.6,15,2.8,1
739,1/27/2012,0,6.7,-2.2,1.4,3
740,3/13/2013,2.3,11.7,9.4,3.7,0
741,11/20/2015,0,8.3,0.6,4,2
742,8/17/2012,0,32.8,16.1,1.8,1
743,2/7/2012,0.3,15.6,7.8,5.3,0
744,1/19/2014,0,6.1,3.3,2.5,1
745,11/11/2014,0,7.8,1.1,7.7,1
746,4/14/2013,5.8,12.8,4.4,2.3,0
747,5/30/2015,0,22.8,10,2.5,1
748,12/5/2015,15.7,10,6.1,4,0
749,11/18/2013,26.2,12.8,9.4,3.9,0
750,9/5/2015,0.3,20.6,8.9,3.5,0
751,10/1/2013,7.9,14.4,8.9,4.7,0
752,6/15/2015,0,30,16.1,3.5,3
753,3/4/2015,0,12.8,-0.5,1.8,1
754,5/2/2015,0,18.3,7.8,3.7,1
755,8/21/2015,0,22.2,14.4,2.6,1
756,3/11/2014,0,14.4,4.4,2.3,2
757,6/9/2012,0,17.2,8.3,4.7,0
758,8/14/2014,0,21.1,17.2,0.6,1
759,4/1/2015,5.1,12.8,5.6,3.2,0
760,4/1/2014,0,14.4,6.7,2.8,1
761,5/22/2015,0,16.7,11.7,3.7,1
762,5/27/2014,0,20,10,2.5,1
763,7/2/2014,0,27.2,14.4,3.6,1
764,6/1/2012,6.6,20,12.8,3.7,0
765,8/31/2015,0,18.9,16.1,5.8,1
766,5/24/2013,0.3,16.7,8.9,2.7,0
767,2/9/2015,6.1,13.3,8.3,2.5,0
768,6/5/2015,0,26.7,12.8,4.3,1
769,4/13/2012,0,15,3.9,4,3
770,8/9/2013,0,28.3,14.4,2.1,1
771,10/12/2015,4.6,18.3,10.6,2.8,0
772,2/17/2015,0,16.1,4.4,4,1
773,2/23/2012,0,8.3,2.8,3.9,1
774,5/31/2012,3.8,17.8,12.2,2.7,0
775,2/7/2013,1.3,9.4,3.3,4.1,0
776,11/17/2015,29.5,13.3,6.7,8,0
777,7/26/2012,0,25.6,12.8,2.2,3
778,10/13/2015,1.3,16.7,9.4,3.2,0
779,1/27/2015,0.8,11.1,8.3,2,0
780,1/9/2012,4.3,9.4,5,3.4,0
781,10/11/2014,7.4,18.3,11.7,3.5,0
782,8/1/2015,0,33.3,15.6,3.1,1
783,11/26/2014,0.3,15,12.2,3.9,0
784,3/28/2013,2,16.1,8.3,1.3,0
785,9/10/2012,0.3,20,11.7,3.9,0
786,6/15/2014,0.5,18.3,10,3.6,0
787,10/10/2015,28.7,21.1,13.3,4.7,0
788,5/30/2014,0,20.6,8.9,4.5,1
789,10/9/2015,0.3,19.4,12.2,2.6,0
790,9/15/2013,3.3,18.9,14.4,2.2,0
791,12/11/2012,3,7.8,5.6,4.5,0
792,6/7/2015,0,31.1,15.6,3.2,1
793,9/19/2012,0,23.9,11.7,1.9,3
794,5/30/2012,0.3,18.9,11.1,1.5,0
795,4/17/2013,0,15,3.9,3.3,3
796,10/2/2013,5.3,12.8,9.4,2.4,0
797,12/17/2015,21.8,6.7,3.9,6,0
798,10/6/2015,0,18.3,10,2.6,3
799,7/4/2013,0,21.7,13.9,2.2,2
800,7/17/2014,0,26.7,13.9,3.7,1
801,5/3/2013,0,21.7,9.4,4.9,1
802,8/14/2015,30.5,18.3,15,5.2,0
803,3/17/2015,0.8,13.3,4.4,2.6,0
804,5/26/2012,0,22.2,8.9,3.6,1
805,2/6/2013,1,10.6,6.1,4.5,0
806,8/12/2014,12.7,27.2,17.2,3.1,0
807,11/5/2015,1.3,11.7,7.8,2.3,0
808,10/21/2013,0,11.7,8.3,2.5,1
809,4/8/2013,0.8,13.3,6.1,3.1,0
810,7/5/2012,0,24.4,10.6,3.1,3
811,2/21/2015,0,12.2,5.6,4.5,1
812,5/9/2015,0,26.7,9.4,2.6,1
813,8/31/2013,0,27.8,13.9,2.6,1
814,5/23/2012,0.3,14.4,8.9,6.3,0
815,1/21/2014,0,10,1.7,1.5,1
816,9/8/2014,0,21.1,13.3,2.8,1
817,7/16/2012,0.3,26.1,13.3,2.5,0
818,6/2/2014,0,23.3,11.1,2.4,1
819,10/6/2012,0,23.9,7.8,5.1,1
820,10/20/2012,0.5,11.1,6.1,5.7,0
821,8/22/2015,0,26.7,12.2,2.5,3
822,2/4/2013,0,10.6,6.7,2.6,0
823,5/2/2012,0.5,13.3,5.6,2.5,0
824,4/22/2015,0,15.6,5,2.3,1
825,7/21/2012,0,23.9,13.9,2.3,1
826,4/15/2014,0.5,14.4,7.8,4,0
827,9/3/2012,0,22.8,12.8,3.3,1
828,10/18/2015,3.8,15,12.8,2,0
829,10/4/2015,0,22.8,10,3.7,1
830,2/27/2015,18.3,10,6.7,4,0
831,1/19/2013,0,1.1,-0.6,1.9,3
832,7/12/2015,0,26.1,16.7,2.2,1
833,5/4/2014,16,14.4,8.9,4.2,0
834,8/7/2012,0,21.1,15,2.6,3
835,10/3/2013,0.8,14.4,8.9,0.9,0
836,1/2/2012,10.9,10.6,2.8,4.5,0
837,4/22/2012,0,23.3,8.3,2.6,0
838,11/29/2013,0.5,9.4,5,2.1,0
839,10/25/2015,8.9,19.4,8.9,3.4,0
840,8/9/2014,0,27.2,15.6,4.1,1
841,7/7/2015,0,27.2,13.9,2.4,1
842,8/11/2015,0,30,16.7,4.4,1
843,3/17/2013,0,8.9,3.9,6.1,1
844,2/10/2015,0.3,12.8,8.3,4,0
845,6/10/2015,0,25.6,11.1,3,1
846,10/25/2013,0,12.2,7.8,1.8,1
847,12/4/2015,2,10.6,6.1,4.7,0
848,6/11/2015,0,24.4,11.1,3.5,1
849,7/20/2015,0,26.7,16.7,3.9,1
850,11/13/2012,5.3,11.1,7.8,2.5,0
851,10/10/2013,1,14.4,8.3,1.7,0
852,12/10/2013,0,5.6,0.6,1.5,1
853,7/6/2015,0,29.4,15.6,3.2,3
854,8/30/2014,8.4,17.8,15,2.2,0
855,9/19/2013,0,25.6,10,1.5,1
856,9/24/2013,0,17.8,10,2.6,1
857,6/2/2015,0.5,17.8,12.8,5,0
858,11/24/2015,7.1,6.7,2.8,4.5,0
859,6/8/2015,0,30.6,14.4,3.5,1
860,9/10/2015,0,25,14.4,3.6,2
861,3/6/2014,3,13.3,10,6.2,0
862,10/7/2013,0.5,16.1,11.7,6.3,0
863,10/9/2014,0,17.2,11.1,1,2
864,7/10/2013,0,22.2,13.9,2.6,1
865,11/12/2013,4.1,15.6,8.9,2.2,0
866,7/31/2013,0,21.7,13.3,1.8,1
867,1/14/2015,0,6.1,0.6,2.8,2
868,6/20/2015,0,25,12.8,4.3,1
869,3/29/2015,0,15.6,8.9,3,1
870,6/8/2013,0,20.6,12.8,3.1,1
871,11/25/2014,18.3,13.9,9.4,4.5,0
872,6/24/2013,4.8,21.1,13.9,3.7,0
873,4/9/2015,0,17.2,6.1,2.3,1
874,1/18/2014,0,9.4,0.6,2.2,1
875,9/13/2015,0.5,20.6,12.8,3,0
876,4/29/2013,3.8,13.9,6.7,4.2,0
877,4/5/2012,4.6,9.4,2.8,1.8,4
878,10/17/2014,3.3,16.7,11.7,3,0
879,7/17/2013,0,22.2,15,3.7,1
880,6/18/2015,0,24.4,13.9,3,1
881,1/12/2014,1.5,11.1,5.6,8.1,0
882,5/13/2014,0,26.7,12.8,3.8,1
883,6/10/2014,0,20,12.2,2.9,1
884,11/4/2014,4.1,14.4,10.6,3.3,0
885,7/25/2012,0,26.7,12.8,2.6,1
886,1/27/2013,1.8,5.6,3.9,4.5,0
887,3/5/2014,46.7,15.6,10.6,3.9,0
888,5/20/2014,0,22.2,10,2.7,1
889,2/1/2013,0.3,11.7,5,2.9,0
890,2/5/2014,0,-0.5,-5.5,6.6,1
891,9/3/2015,0,18.3,10.6,2.9,1
892,5/26/2015,0,21.7,11.7,2.1,1
893,10/25/2014,6.1,16.7,8.3,5.4,0
894,10/4/2013,0,17.8,5.6,1.1,1
895,9/4/2013,0.3,22.8,16.1,2.4,0
896,8/18/2014,0,29.4,15.6,3.3,1
897,12/26/2013,0,6.7,0.6,0.5,1
898,11/14/2013,1.3,11.1,6.1,1.1,0
899,4/8/2012,0,21.1,7.2,4.1,1
900,3/15/2014,8.1,16.7,4.4,3,0
901,2/10/2013,0,8.9,1.7,2,3
902,5/17/2013,0.5,17.2,11.7,3.7,0
903,12/7/2014,0,14.4,6.1,2.8,1
904,11/22/2014,0.5,9.4,6.7,4.7,0
905,7/18/2014,0,23.9,11.7,2.8,1
906,2/18/2014,15.2,8.9,5,6.2,0
907,7/19/2012,0,25,14.4,2.2,1
908,5/14/2012,0,26.7,12.8,3.8,1
909,11/17/2014,0,10.6,-2.1,1.9,1
910,2/10/2012,2.5,12.8,6.7,3,0
911,10/14/2014,7.1,16.7,11.7,2.2,0
912,8/18/2012,0,21.7,14.4,3,3
913,1/13/2013,0,2.2,-4.4,1.5,1
914,10/15/2012,7.9,17.2,11.1,4.6,0
915,2/22/2013,9.4,7.8,3.9,8.1,0
916,1/26/2013,2.3,8.3,3.9,4.5,0
917,8/15/2013,1.8,21.1,17.2,1,0
918,3/8/2015,0,17.2,3.9,1.7,2
919,12/22/2014,0,10.6,6.1,1.5,1
920,10/9/2013,0,15,5.6,1.6,1
921,2/26/2015,9.4,11.7,7.8,1.4,0
922,6/4/2013,0,26.1,12.2,3.4,1
923,3/5/2012,6.9,7.8,1.1,6.2,0
924,1/15/2012,5.3,1.1,-3.3,3.2,4
925,3/26/2015,0,20.6,10,2.2,1
926,11/30/2014,0,2.8,-4.9,4.4,1
927,5/7/2013,0,20.6,11.1,3.3,1
928,1/14/2013,0,3.3,-2.2,1.3,1
929,7/6/2012,0,25,11.1,2.1,1
930,2/2/2014,0,8.9,1.1,2.5,1
931,8/4/2012,0,33.9,16.7,3.7,1
932,3/2/2014,19.1,11.1,2.8,5.7,0
933,12/12/2014,0,11.1,7.2,3.7,1
934,5/28/2014,0,18.9,10,3.4,1
935,12/3/2012,13,9.4,7.2,4.4,0
936,12/20/2013,5.6,8.3,0.6,3.7,4
937,10/22/2012,8.9,7.8,3.3,2.6,0
938,10/13/2014,7.6,21.1,10,3.1,0
939,6/29/2015,0,28.9,17.2,2.7,1
940,3/31/2013,0,20.6,6.7,2.9,1
941,12/28/2015,1.5,5,1.7,1.3,0
942,3/26/2014,3.6,11.1,5.6,2.4,0
943,9/26/2012,0,19.4,9.4,1.7,3
944,9/22/2014,0.3,22.2,15,2.1,0
945,7/20/2012,15.2,19.4,13.9,4,0
946,6/10/2012,0,18.9,10,2.9,1
947,12/30/2013,0.3,8.9,4.4,2.6,0
948,2/5/2013,3.3,10,6.7,5.1,0
949,12/3/2013,0,5,-0.5,5.6,1
950,2/3/2015,1.3,10,5.6,1.9,0
951,7/19/2013,0,27.8,13.3,1.9,1
952,10/18/2014,15,19.4,13.9,1.9,0
953,10/22/2014,32,15.6,11.7,5,0
954,1/9/2015,0.3,10,3.3,0.6,0
955,7/24/2012,0,23.3,12.2,4.3,1
956,2/4/2012,0,15.6,5,4.3,1
957,2/14/2014,9.4,11.7,6.1,6.4,0
958,5/23/2013,4.1,12.2,6.7,1.9,0
959,12/12/2015,16,8.9,5.6,5.6,0
960,10/22/2015,0,16.1,8.9,2.7,2
961,4/1/2012,1.5,8.9,4.4,6.8,0
962,9/25/2015,2,15.6,12.8,2.6,0
963,6/16/2014,3.6,17.8,8.9,2.4,0
964,7/18/2013,0,26.1,13.9,2,1
965,10/1/2015,0,21.1,9.4,1.3,2
966,2/15/2014,11.7,11.1,5,5.1,0
967,8/29/2012,0,22.8,13.3,2.4,1
968,1/14/2012,4.1,4.4,0.6,5.3,4
969,11/11/2012,15.2,8.9,1.1,3,0
970,8/23/2013,0,25,16.1,4.1,1
971,1/22/2013,0,3.3,-1.7,0.6,3
972,7/21/2015,0,23.9,15,2.4,1
973,6/15/2012,0,22.2,9.4,1.7,1
974,4/20/2014,0,15.6,5.6,2.7,1
975,1/21/2012,3,8.3,3.3,8.2,0
976,10/8/2013,6.9,13.9,7.8,3,0
977,2/28/2015,0,12.2,3.3,5.1,1
978,4/11/2014,0,17.2,5,2.8,1
979,6/21/2015,0,25.6,13.9,3.4,1
980,7/16/2013,0,31.1,18.3,4.1,1
981,11/23/2015,3,6.7,0,1.3,0
982,11/17/2013,5.3,11.7,7.2,5.4,0
983,8/15/2014,1,24.4,16.7,1.5,0
984,7/8/2012,0,28.3,14.4,2.8,0
985,9/2/2014,3,20,13.9,4.3,0
986,11/30/2013,2.3,11.1,7.2,3.9,0
987,5/25/2013,0,17.8,10,2.7,1
988,12/18/2014,13,9.4,6.7,3.1,0
989,4/19/2013,20.6,13.3,9.4,4.9,0
990,5/6/2014,0,16.7,8.3,2.6,1
991,1/17/2014,0,5.6,2.8,2.3,1
992,9/9/2012,0.3,18.9,13.9,5,0
993,1/22/2012,6.1,6.7,2.2,4.8,0
994,8/30/2015,10.2,20,12.8,4.7,0
995,4/4/2013,8.4,14.4,10,3,0
996,3/30/2015,1.8,17.8,10.6,2.9,0
997,10/3/2012,0,18.9,7.8,7.3,1
998,8/13/2014,21.6,23.3,15,2.7,0
999,4/30/2015,0,17.2,7.8,2.1,1
1000,1/20/2013,0,3.3,-0.6,2.1,3
1001,3/16/2014,27.7,10.6,4.4,3.8,0
1002,12/8/2015,54.1,15.6,10,6.2,0
1003,12/9/2012,1.5,6.7,2.8,2.1,0
1004,2/8/2014,5.1,5.6,-0.5,4.6,4
1005,8/25/2015,0,25.6,12.2,3.4,1
1006,5/10/2012,0,14.4,3.9,3,1
1007,5/21/2014,0,20,10.6,1.7,1
1008,1/28/2015,0,12.2,5,1.8,2
1009,10/28/2015,3.3,13.9,11.1,2.8,0
1010,3/28/2012,1.3,10.6,7.2,5.9,0
1011,11/26/2012,0,9.4,1.7,3.8,2
1012,5/23/2015,0,16.1,11.7,2.6,1
1013,4/11/2013,1.5,12.2,6.7,3.8,0
1014,5/1/2012,0.5,11.7,6.1,6.4,0
1015,11/10/2014,0,11.1,5.6,3.9,1
1016,12/31/2014,0,3.3,-2.7,3,1
1017,2/4/2015,8.4,10.6,4.4,1.7,0
1018,7/18/2015,0,33.3,17.8,3.4,1
1019,5/10/2014,0.5,15.6,7.2,2.1,0
1020,12/30/2015,0,5.6,-1,3.4,1
1021,1/31/2015,0,7.2,3.3,1.9,2
