,id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
724,7604329,Greens,25.095179,55.170078,1750000,2070,3,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
290,7498076,Jumeirah Beach Residence,25.072569,55.126527,2450000,1181,2,3,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1087,7646832,Jumeirah Beach Residence,25.073146,55.13154,1350000,1400,2,3,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1466,7672258,Business Bay,25.183133,55.25658000000001,1698000,1512,2,3,Low,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1804,7698310,Downtown Dubai,25.197316,55.274196,2000000,1133,1,2,Medium,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False
923,7628261,Downtown Dubai,25.192871,55.281487,2325000,1338,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True
778,7611236,Palm Jumeirah,25.113366,55.13609,1690000,1777,2,2,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
348,7509875,Business Bay,25.192522,55.266317,799900,989,1,1,Medium,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
1850,7701422,Umm Suqeim,25.137409,55.188957,2112000,1359,2,3,Ultra,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True
571,7585038,Greens,25.09243,55.172975,900000,1093,2,2,Medium,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
997,7637415,Jumeirah Village Circle,25.060106,55.209391,1220000,1203,2,3,Medium,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1813,7698637,Jumeirah Village Circle,25.04866,55.20955,750204,1045,2,3,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True
1401,7669510,Mudon,25.01936,55.267193000000006,1276000,1605,2,3,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1667,7688164,Greens,25.092881,55.173619,620000,764,1,1,Medium,False,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1251,7660416,Jumeirah Beach Residence,25.07715,55.135515000000005,1550000,1374,2,3,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False
1756,7695413,Dubai Hills Estate,25.107984,55.244923,1700000,1541,2,3,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
458,7554643,Jumeirah Lake Towers,25.065355,55.139480000000006,450000,500,0,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375,7523715,Jumeirah Village Circle,25.066252,55.20792900000001,368000,385,0,1,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
333,7500585,Culture Village,25.225739,55.33868,1500000,1357,2,3,High,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
1656,7686974,Dubai Marina,25.08726,55.145517000000005,3890000,1939,3,4,Medium,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
1677,7688599,Jumeirah Village Circle,25.047618,55.211000000000006,480000,514,0,1,Low,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1829,7699079,Jumeirah Village Circle,25.066252,55.20792900000001,370000,372,0,1,High,False,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True
816,7616229,Al Sufouh,25.108984,55.177657,1900000,1782,3,4,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1847,7700579,Business Bay,25.190137,55.264937,2950000,3039,3,4,Medium,True,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
909,7626770,Downtown Dubai,25.189617,55.273196,2300000,1755,3,4,Medium,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1767,7695797,Jumeirah,25.215192,55.235827,9209000,2249,2,2,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
881,7624183,Jumeirah Village Circle,25.051302,55.199936,425000,609,0,1,Medium,False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1835,7699882,Dubai Marina,25.08333,55.144753,1550000,1233,2,2,Low,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1754,7695328,Downtown Dubai,25.19752,55.270168000000005,1400000,1356,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
328,7499691,Dubai Marina,25.087147,55.14668100000001,1600000,975,1,2,Medium,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False
1375,7668220,Downtown Dubai,25.194935,55.282665,2500000,1445,2,2,Medium,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
318,7499120,Jumeirah,25.240419,55.25277,6400000,2932,4,5,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1461,7672133,Town Square,25.010066,55.290055,1420888,1438,3,3,Medium,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True
1292,7663122,Al Barari,25.099422,55.31296700000001,2100000,1917,1,1,Low,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1652,7686951,Business Bay,25.183515,55.26667,2448000,1696,3,3,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
167,7387036,Downtown Dubai,25.196558,55.284162,1992888,858,1,1,Medium,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
12,6493433,Dubai Marina,25.075017000000003,55.137997,1049999,609,1,2,Low,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
171,7389912,Dubai Hills Estate,25.111798,55.247341000000006,1096888,650,1,1,Medium,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
649,7594909,Downtown Dubai,25.200926000000003,55.280912,1400000,886,1,1,Medium,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
260,7474784,Dubai Marina,25.071365,55.124993,1690000,1176,2,2,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1157,7652290,Jumeirah Village Circle,25.04866,55.20955,759503,978,2,3,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1342,7666715,Remraam,25.00292,55.256553,650000,1006,2,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
672,7599322,The Views,25.093596,55.166634,1500000,1665,3,2,Medium,False,True,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False
258,7472290,Palm Jumeirah,25.123294,55.112014,1760000,1943,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
844,7619333,Greens,25.094713,55.171237,1100000,1441,2,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
867,7622928,Downtown Dubai,25.191285,55.275202,3499900,2379,3,3,Medium,False,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1138,7651699,Culture Village,25.226946,55.343628,750000,607,0,1,Low,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
138,7332603,Downtown Dubai,25.186836,55.276951,1000000,915,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1799,7698004,Jumeirah Village Circle,25.046403,55.201813,1350000,1357,2,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True
549,7582364,Dubai Marina,25.072396,55.132386,850000,760,2,2,Medium,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1658,7687233,The Views,25.088533,55.171838,1340000,1400,2,2,Medium,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False
1458,7671905,The Views,25.091001,55.171427,1250000,1722,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1178,7653340,Greens,25.091939,55.173463,440000,440,0,1,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1498,7675047,Jumeirah Lake Towers,25.078148,55.148277,1254462,1378,2,3,High,False,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False
558,7583504,Jumeirah Village Circle,25.048292,55.207037,545000,680,1,2,High,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False
139,7333539,Dubai Marina,25.077327,55.140317,850000,545,0,2,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False
1654,7686970,Business Bay,25.183515,55.26667,1644000,991,2,2,Low,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
531,7580174,Palm Jumeirah,25.098745,55.121042,1100000,1101,1,2,Medium,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
224,7444445,Dubai Marina,25.072375,55.136286,2750000,1674,3,4,High,False,True,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
723,7604254,Downtown Dubai,25.191404,55.27389599999999,999999,838,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786,7612592,Dubai Marina,25.086376,55.14736,2587000,1211,2,2,High,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False
1640,7686855,DAMAC Hills,25.013504,55.254337,1645000,1619,2,2,Low,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1694,7690291,Jumeirah Beach Residence,25.080787,55.13738000000001,2000000,2921,3,3,Medium,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
409,7536465,City Walk,25.20179,55.261734,3700000,2270,3,4,Low,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
325,7499211,Business Bay,25.193359,55.264968,1650000,1300,2,3,Medium,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1540,7678922,Greens,25.0902,55.17514499999999,950000,1094,2,2,Medium,False,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
299,7498265,Dubai Creek Harbour (The Lagoons),25.195854,55.349638,1040000,643,1,2,Low,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1201,7654555,Motor City,25.044961,55.243608,1300000,1932,3,4,Medium,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1085,7646492,Mohammed Bin Rashid City,25.176965,55.311826,1650000,1228,2,3,Medium,False,True,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
25,6799796,Dubai Marina,25.084331,55.141679,2499000,2490,3,4,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,True
1769,7695864,Downtown Dubai,25.187129,55.27839399999999,1200000,1026,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
714,7602887,Dubai Marina,25.089393,55.147796,1450000,1329,2,3,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1563,7680749,Dubai Creek Harbour (The Lagoons),25.207208,55.344612,1200000,1133,2,2,Medium,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
193,7413806,Palm Jumeirah,25.111229,55.136449,2950000,2248,3,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
440,7549987,Dubai Marina,25.086726,55.145205,1500000,1525,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False
573,7586010,Jumeirah Beach Residence,25.081955,55.138863,980000,1080,1,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
503,7570740,Palm Jumeirah,25.107353,55.148401,1900000,2223,3,4,Medium,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
605,7588800,Jumeirah Beach Residence,25.07851,55.136283,1050000,761,1,2,Medium,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
1117,7650786,Jumeirah Village Circle,25.046296,55.200783,439205,401,0,1,Medium,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
1125,7650812,Jumeirah Village Circle,25.060439,55.202273,670728,728,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
1703,7690863,Jumeirah Lake Towers,25.076309,55.145389,3000000,3593,3,4,Medium,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
846,7619721,Downtown Dubai,25.19331,55.280919,2290000,1442,2,3,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,6326063,Culture Village,25.227295,55.341761,2850000,2020,2,3,Low,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1094,7647454,Downtown Dubai,25.196398,55.271002,1050000,860,1,2,Medium,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1193,7654308,Jumeirah Beach Residence,25.082397,55.14066,1350000,1882,3,4,High,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True
467,7557591,Mohammed Bin Rashid City,25.171461,55.2758,2085804,1109,2,3,High,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False
321,7499156,Jumeirah,25.240419,55.25277,1459000,794,1,2,Low,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5,6356784,Palm Jumeirah,25.114275,55.139764,3119900,1015,1,2,Medium,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False
222,7443820,Palm Jumeirah,25.11257,55.136701,2350000,2524,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1307,7664537,Arjan,25.060523,55.239772,575000,822,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
547,7582135,DIFC,25.207533,55.277978,3250000,2087,2,3,Low,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
228,7447191,Palm Jumeirah,25.106964,55.111349,2606000,1303,2,3,High,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
39,6987144,Dubai Creek Harbour (The Lagoons),25.206345,55.345142,1398000,1168,1,2,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
542,7581881,The Views,25.091259,55.168657,950000,863,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,7456383,DAMAC Hills,25.015253,55.253831000000005,650000,825,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
898,7625738,Jumeirah Beach Residence,25.072569,55.126527,1550000,639,1,2,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1078,7646029,Jumeirah Village Circle,25.057252,55.214303,695000,1474,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,7317661,Jumeirah Village Circle,25.056225,55.20458000000001,1502000,1460,3,3,High,False,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False
1568,7681071,Mohammed Bin Rashid City,25.177819,55.308533,1248975,793,2,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True
1673,7688478,Downtown Dubai,25.194761,55.282343,2299000,1445,2,3,Medium,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1502,7675686,Arjan,25.065872,55.232983,430000,468,0,1,Medium,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
937,7629446,Dubai Marina,25.074286,55.138949,888000,713,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
829,7617603,Dubai Silicon Oasis,25.119354,55.37796,390000,790,1,1,Medium,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
445,7552261,Jumeirah,25.240419,55.25277,1700000,1164,2,3,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
842,7619104,Dubai Production City (IMPZ),25.03439,55.201959,550000,1256,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1189,7654021,Palm Jumeirah,25.113208,55.138932,14560000,3234,3,4,Medium,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1351,7667294,The Views,25.089515,55.171022,1399999,1237,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1386,7668600,Greens,25.093469,55.173061,629999,754,1,1,Medium,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
1739,7694303,Jumeirah Lake Towers,25.076447,55.146011,500000,620,1,1,High,False,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False
581,7586788,Dubai Hills Estate,25.116799,55.254015,1749510,1602,3,4,Medium,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1681,7688668,Jumeirah Village Circle,25.050516,55.19973,680000,770,1,2,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1874,7702410,Town Square,25.00373,55.297034,488888,698,1,2,Medium,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True
661,7597204,Dubai Marina,25.084336,55.14925,2450000,2552,3,5,Medium,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
436,7548040,Downtown Dubai,25.196592000000003,55.284124,1650000,1049,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1766,7695790,Jumeirah,25.215192,55.235827,4905000,1574,1,1,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
376,7524205,Downtown Dubai,25.201204,55.270189,5500000,2285,4,4,Low,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1689,7689793,Downtown Dubai,25.195237,55.271449,4362888,1192,2,3,Low,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1580,7681658,Jumeirah Village Circle,25.050227,55.21335,474000,478,0,1,Medium,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
314,7498995,Downtown Dubai,25.194031,55.269318000000005,1780888,998,2,3,Low,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
442,7551748,Dubai Hills Estate,25.107984,55.244923,990000,722,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1090,7647086,Jumeirah Village Circle,25.059555,55.201659,750000,1321,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
319,7499153,Jumeirah,25.240419,55.25277,1234000,817,1,2,Low,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
281,7491930,Dubai Creek Harbour (The Lagoons),25.206345,55.345142,2800000,1930,3,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
691,7601002,Downtown Dubai,25.19331,55.280919,1300000,917,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True
1134,7651370,Dubai Creek Harbour (The Lagoons),25.2065,55.34505600000001,1800000,1567,2,3,Medium,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1435,7670536,Mohammed Bin Rashid City,25.177819,55.308533,799000,493,1,1,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
424,7545165,Downtown Dubai,25.191642,55.28019499999999,2049999,1039,2,3,Medium,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
553,7582589,Jumeirah Beach Residence,25.072954,55.128089,2300000,1704,2,3,Medium,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
594,7587934,Dubai Marina,25.082004,55.142441000000005,1850000,1347,2,3,Medium,False,True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False
1868,7702200,DIFC,25.207533,55.277978,2300000,1836,2,3,Medium,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
368,7521676,Dubai Marina,25.07907,55.139742000000005,1150000,1210,2,4,Medium,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1419,7670020,Palm Jumeirah,25.110345,55.142538,1425000,1800,2,2,Medium,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1324,7665315,Jumeirah Beach Residence,25.072573,55.131009,2300000,1370,2,3,High,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False
1007,7638733,Dubai Creek Harbour (The Lagoons),25.207227,55.344741000000006,2600000,1480,3,4,High,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
1454,7671819,Dubai Marina,25.071718,55.135145,720000,941,1,2,Medium,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False
1542,7679200,Downtown Dubai,25.194935,55.282665,2350000,1447,2,3,Medium,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1190,7654257,Dubai Marina,25.08333,55.144753,2150000,1006,2,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
227,7446987,Downtown Dubai,25.190874,55.281666,1450000,1390,2,2,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1063,7644803,Old Town,25.192054,55.27969,888888,810,1,1,Medium,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False
1446,7671032,Jumeirah Village Circle,25.04866,55.20955,759000,895,2,3,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True
1265,7660739,Jumeirah Village Circle,25.06727,55.211204,1290000,1993,3,4,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1897,7705293,Al Quoz,25.15308,55.254242000000005,360000,600,0,1,Medium,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
